,Topic,Topic_Perc_Contrib,Keywords,Text
26,bold,0.4198,"const, prop, return, createsignal, default, item, createeffect, frontend, requirement, import","['You are AI Junior, you code like Donald Knuth. # Working set ./src/frontend/components/files/SourceFileDisplay.jsx: ``` import { createSignal, onMount } from \'solid-js\'; import fileReadService from \'../../service/files/fileReadService\'; const SourceFileDisplay = (props) => {   const [fileContent, setFileContent] = createSignal(\'\');   const getLanguageFromPath = (path) => {     const extension = path.split(\'.\').pop().toLowerCase();     return extension;   };   const fetchData = async () => {     const data = await fileReadService(props.path);     setFileContent(data);   };   onMount(fetchData);   const language = getLanguageFromPath(props.path);   return (            {fileContent()}        ); }; export default SourceFileDisplay; ``` ./src/frontend/components/MultiSelect/FilteredList.jsx: ``` import ListItem from ""./ListItem""; const FilteredList = (props) => {   return (            {props.items.map((item, idx) => )}        ); }; export default FilteredList; ``` ./src/frontend/components/MultiSelect/ListItem.jsx: ``` import { createEffect } from ""solid-js""; const ListItem = (props) => {   let pathRef;   const uniqueId = `item-${Math.random().toString(36).substr(2, 9)}`;   createEffect(() => {     if (pathRef) {       pathRef.scrollLeft = pathRef.scrollWidth;     }   });   const handleClick = () => {     if (typeof props.onItemClick === \'function\') {       props.onItemClick(props.item, uniqueId);     }   };   // Split the path into filename and directory   const [filename, ...pathParts] = props.item.split(\'/\').reverse();   const directory = pathParts.reverse().join(\'/\');   return (            {filename}       {directory}        ); }; export default ListItem; ``` ./src/frontend/components/MultiSelect/MultiSelect.jsx: ``` import { createSignal, createEffect } from \'solid-js\'; import SearchBar from \'./SearchBar\'; import ResultSet from \'./ResultSet\'; import FilteredList from \'./FilteredList\'; import MultiSelectHeader from \'./MultiSelectHeader\'; import computeFilteredList from \'./computeFilteredList\'; import handleResultSetItemClick from \'./handleResultSetItemClick\'; const MultiSelect = (props) => {   const [searchValue, setSearchValue] = createSignal(\'\');   const [filteredList, setFilteredList] = createSignal([]);   const selectedItemsSignal = props.selectedItemsSignal || createSignal([]);   const [selectedItems, setSelectedItems] = selectedItemsSignal;   createEffect(() => {     const currentQuery = searchValue() || props.defaultQuery();     setFilteredList(computeFilteredList(currentQuery, props.availableItems, props.compare, props.itemCount, selectedItems(), props.defaultQuery()));   });   const handleKeyPress = (e) => {     if (e.key === \'Enter\') {       const updatedItems = [...selectedItems(), filteredList()[0]];       setSelectedItems(updatedItems);     }   };   const handleFilterListItemClick = (item) => {     const updatedItems = [...selectedItems(), item];     setSelectedItems(updatedItems);   };   const onResultSetItemClick = async (item, itemId) => {     const updatedItems = await handleResultSetItemClick(item, itemId, selectedItems);     setSelectedItems(updatedItems);   };   const handleClearSelection = () => {     setSelectedItems([]);   };   return (                                                                                       ); }; export default MultiSelect; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: long tap on multiselect filter list items should open a source display in full screen popup ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 9 words] echo ""Plan:"" echo ""1. [...]"" cat > x.js << \'EOF\' [...] \'EOF\' echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files or info to solve the task. If the task is not clear: EXAMPLE START I need more information to solve the task. [Description of the missing info] EXAMPLE END Do not edit files not provided in the working set! If you need more files: EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
27,bold,0.4113,"const, prop, return, createsignal, default, item, createeffect, frontend, requirement, import","['You are AI Junior, you code like Donald Knuth. # Working set /./src/frontend/components/MultiSelect/MultiSelect.jsx: ``` import { createSignal, createEffect } from \'solid-js\'; import SearchBar from \'./SearchBar\'; import ResultSet from \'./ResultSet\'; import FilteredList from \'./FilteredList\'; import computeFilteredList from \'./computeFilteredList\'; import handleResultSetItemClick from \'./handleResultSetItemClick\'; const MultiSelect = (props) => {   const [searchValue, setSearchValue] = createSignal(\'\');   const [filteredList, setFilteredList] = createSignal([]);   const selectedItemsSignal = props.selectedItemsSignal || createSignal([]);   const [selectedItems, setSelectedItems] = selectedItemsSignal;   createEffect(() => {     const currentQuery = searchValue() || props.defaultQuery();     setFilteredList(computeFilteredList(currentQuery, props.availableItems, props.compare, props.itemCount, selectedItems(), props.defaultQuery()));   });   const handleKeyPress = (e) => {     if (e.key === \'Enter\') {       const updatedItems = [filteredList()[0], ...selectedItems()];       setSelectedItems(updatedItems);     }   };   const handleFilterListItemClick = (item) => {     const updatedItems = [item, ...selectedItems()];     setSelectedItems(updatedItems);   };   const onResultSetItemClick = async (item, itemId) => {     const updatedItems = await handleResultSetItemClick(item, itemId, selectedItems);     setSelectedItems(updatedItems);   };   return (                                  ); }; export default MultiSelect; ``` /./src/frontend/components/AttentionFileList.jsx: ``` import { createEffect, createSignal } from \'solid-js\'; import { fileList, setFileList } from \'../model/fileList\'; import fetchFileList from \'../service/fetchFileList\'; import MultiSelect from \'./MultiSelect/MultiSelect\'; import getComparison from \'../service/helpers/getComparison\'; import flattenPaths from \'../service/helpers/flattenPaths\'; import extractQuery from \'../service/helpers/extractQuery\'; import { requirements } from \'../model/requirements\'; import { attention, setAttention } from \'../model/attentionModel\'; import { getAttentionFromDescriptor } from \'../service/getAttentionFromDescriptor\'; import { handleAttentionChange } from \'../service/handleAttentionChange\'; const AttentionFileList = () => {   createEffect(async () => {     const data = await fetchFileList();     const flattenedPaths = flattenPaths(data, \'\');     setFileList(flattenedPaths);   });   createEffect(() => {     const attentionFromDescriptor = getAttentionFromDescriptor();     setAttention(attentionFromDescriptor);   });   const [defaultQuery, setDefaultQuery] = createSignal("""");   createEffect(() => {     setDefaultQuery(extractQuery(requirements()));   });   const onAttentionChange = async (newAttention) => {     if (await handleAttentionChange(newAttention)) {       setAttention(newAttention);     }   };   return (                    ); }; export default AttentionFileList; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: Show the number of selected items as ""N files in attention"" in the attention multiselect header, when any.  Create MultiSelectHeader.jsx and move the current empty message to it too. ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 9 words] echo ""Plan:"" echo ""1. [...]"" cat > x.js << \'EOF\' [...] \'EOF\' echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files to solve the task. Do not edit any file not provided in the working set! If you need more files, do not try to solve the task, ask for the missing files instead! EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
28,bold,0.4109,"const, prop, return, createsignal, default, item, createeffect, frontend, requirement, import","['You are AI Junior, you code like Donald Knuth. # Working set src/frontend/components/MultiSelect/ResultSet.jsx: ``` import ListItem from ""./ListItem""; const ResultSet = (props) => {   return (            {props.items.length === 0 ? (         {props.emptyMessage}       ) : (                    {props.items.map(item => )}                )}        ); }; export default ResultSet; ``` src/frontend/components/MultiSelect/MultiSelect.jsx: ``` import { createSignal, createEffect } from \'solid-js\'; import SearchBar from \'./SearchBar\'; import ResultSet from \'./ResultSet\'; import FilteredList from \'./FilteredList\'; import computeFilteredList from \'./computeFilteredList\'; const MultiSelect = (props) => {   const [searchValue, setSearchValue] = createSignal(\'\');   const [filteredList, setFilteredList] = createSignal([]);   const [selectedItems, setSelectedItems] = createSignal([...props.selectedItems]);   createEffect(() => {     const currentQuery = searchValue() || props.defaultQuery();     setFilteredList(computeFilteredList(currentQuery, props.availableItems, props.compare, props.itemCount, selectedItems(), props.defaultQuery()));   });   const handleKeyPress = (e) => {     if (e.key === \'Enter\') {       const updatedItems = [filteredList()[0], ...selectedItems()];       setSelectedItems(updatedItems);     }   };   const handleItemClick = (item) => {     const updatedItems = [item, ...selectedItems()];     setSelectedItems(updatedItems);   };   return (                                  ); }; export default MultiSelect; ``` src/frontend/components/MultiSelect/ListItem.jsx: ``` import { createEffect } from ""solid-js""; const ListItem = (props) => {   let pathRef;   const handleClick = () => {     if (typeof props.onItemClick === \'function\') {       props.onItemClick(props.item);     }   };   createEffect(() => {     if (pathRef) {       pathRef.scrollLeft = pathRef.scrollWidth;     }   });   // Split the path into filename and directory   const [filename, ...pathParts] = props.item.split(\'/\').reverse();   const directory = pathParts.reverse().join(\'/\');   return (            {filename}       {directory}        ); }; export default ListItem; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: In the attention multiselect, when I click an item in the result set, fade it fast and then unselect it. Note that the list item is reused elsewhere. ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files to solve the task. Do not edit any file not provided in the working set! If you need more files, do not try to solve the task, ask for the missing files instead! EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
29,bold,0.4105,"const, prop, return, createsignal, default, item, createeffect, frontend, requirement, import","['You are AI Junior, you code like Donald Knuth. # Working set src/frontend/components/MultiSelect/MultiSelect.jsx: ``` import { createSignal, createEffect } from \'solid-js\'; import SearchBar from \'./SearchBar\'; import ResultSet from \'./ResultSet\'; import FilteredList from \'./FilteredList\'; import computeFilteredList from \'./computeFilteredList\'; import handleResultSetItemClick from \'./handleResultSetItemClick\'; const MultiSelect = (props) => {   const [searchValue, setSearchValue] = createSignal(\'\');   const [filteredList, setFilteredList] = createSignal([]);   const [selectedItems, setSelectedItems] = createSignal([...props.selectedItems]);   createEffect(() => {     const currentQuery = searchValue() || props.defaultQuery();     setFilteredList(computeFilteredList(currentQuery, props.availableItems, props.compare, props.itemCount, selectedItems(), props.defaultQuery()));   });   const handleKeyPress = (e) => {     if (e.key === \'Enter\') {       const updatedItems = [filteredList()[0], ...selectedItems()];       setSelectedItems(updatedItems);     }   };   const handleFilterListItemClick = (item) => {     const updatedItems = [item, ...selectedItems()];     setSelectedItems(updatedItems);   };   const onResultSetItemClick = async (item, itemId) => {     const updatedItems = await handleResultSetItemClick(item, itemId, selectedItems);     setSelectedItems(updatedItems);   };   return (                                  ); }; export default MultiSelect; ``` src/frontend/components/AttentionFileList.jsx: ``` import { createEffect, createSignal } from \'solid-js\'; import { fileList, setFileList } from \'../model/fileList\'; import fetchFileList from \'../service/fetchFileList\'; import MultiSelect from \'./MultiSelect/MultiSelect\'; import getComparison from \'../service/helpers/getComparison\'; import flattenPaths from \'../service/helpers/flattenPaths\'; import extractQuery from \'../service/helpers/extractQuery\'; import { requirements } from \'../model/requirements\'; const AttentionFileList = () => {   createEffect(async () => {     const data = await fetchFileList();     const flattenedPaths = flattenPaths(data, \'\');     setFileList(flattenedPaths);   });   const [defaultQuery, setDefaultQuery] = createSignal("""");   createEffect(() => {     setDefaultQuery(extractQuery(requirements()));   });   return (                    ); }; export default AttentionFileList; ``` src/frontend/model/sampleModel.js: ``` import { createSignal } from \'solid-js\'; const [sample, setSample] = createSignal(\'\'); export { sample, setSample }; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: High level context: The attention multiselect result set should be synchronized with the prompt descriptor attention field Current task:   - Create a new model signal named attentionModel.js   - MultiSelect should get the selected items signal (getter and setter) as a prop   - AttentionFileList should give the new signal to its multiselect ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 9 words] echo ""Plan:"" echo ""1. [...]"" cat > x.js << \'EOF\' [...] \'EOF\' echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files to solve the task. Do not edit any file not provided in the working set! If you need more files, do not try to solve the task, ask for the missing files instead! EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
30,border,0.2282,"create, text, output, model, new, implement, change, default, single, use",['Create a .editorconfig for vscode that forces the use of 4 spaces']
31,border,0.2243,"create, text, output, model, new, implement, change, default, single, use","[""I have 2 different versions of a sqlite database. The names are 'favorites old.db' and 'favorites.db'. I want to merge the content of the table favorites from the file 'favorites old.db' into 'favorites.db'. Skipping rows that are already in there. I am using DB Browser for SQLite, but if it is not possible with that, I have also Python I can use. Can you show me how I can do this?""]"
32,border,0.2029,"create, text, output, model, new, implement, change, default, single, use","['I have a folder of PNG icons, how can I recolor them all to a specified gradient, possibly using something like `imagemagick`.']"
33,border,0.1614,"create, text, output, model, new, implement, change, default, single, use",['explain ClickHouse mergetree parts naming $ ls -l ./store/dd1/dd18c64d-7fb9-4053-9759-79214b797f11/ total 8 drwxr-xr-x  10 q  staff  320 Jul  4 17:09 all_10_10_0/ drwxr-xr-x  10 q  staff  320 Jul  4 17:11 all_11_11_0/ drwxr-xr-x  10 q  staff  320 Jul  4 16:55 all_1_4_2/ drwxr-xr-x  10 q  staff  320 Jul  4 17:09 all_5_10_2/ drwxr-xr-x  10 q  staff  320 Jul  4 17:12 all_5_11_3/ drwxr-xr-x  10 q  staff  320 Jul  4 16:57 all_5_5_0/ drwxr-xr-x  10 q  staff  320 Jul  4 17:04 all_5_9_1/ drwxr-xr-x  10 q  staff  320 Jul  4 17:03 all_6_6_0/ drwxr-xr-x  10 q  staff  320 Jul  4 17:03 all_7_7_0/ drwxr-xr-x  10 q  staff  320 Jul  4 17:03 all_8_8_0/ drwxr-xr-x  10 q  staff  320 Jul  4 17:03 all_9_9_0/ drwxr-xr-x   2 q  staff   64 Jul  4 14:21 detached/ -rw-r--r--   1 q  staff    1 Jul  4 14:21 format_version.txt']
34,border,0.1479,"create, text, output, model, new, implement, change, default, single, use","['# Working set src/config.js: ``` import readline from \'readline\'; import { ChatGPTAPI } from \'chatgpt\'; import { getSystemPrompt } from ""./prompt/getSystemPrompt.js""; function isDryRun() {   return process.argv.includes(""-d"") || process.argv.includes(""--dry-run""); } const api = isDryRun() ? {     sendMessage: () => { return {id: 42, text: ""DRY RUN, NOT SENT""}}   } : new ChatGPTAPI({   debug: true,   apiKey: process.env.OPENAI_API_KEY,   systemMessage: await getSystemPrompt(),   completionParams: {     model: get_model(),     stream: true,     temperature: 0.5,     max_tokens: 2048,   } }); const rl = readline.createInterface({   input: process.stdin,   output: process.stdout }); function get_model() {   const modelArg = process.argv.find(arg => arg.startsWith(\'--model=\'));   if (modelArg) {     return modelArg.split(\'=\')[1];   }   return ""gpt-4""; } export { api, rl, get_model }; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! - Every js file should only export a single function! - Use ES6 imports! Requirements: When no OPENAI_API_KEY env var presents, try to open ./secret.sh and parse it to get the key. Move this logic and the &#34;new ChatGPTAPI&#34; call to a function in src/llm/openai/createApi.js (create the dir). # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, prefer heredoc-ing full files using \'EOF\' to prevent substitution. OS: Debian Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']"
35,border,0.1468,"create, text, output, model, new, implement, change, default, single, use","['Here is how I transpile my file ts file:       const result = ts.transpileModule(value, {         ""compilerOptions"": {         ""allowSyntheticDefaultImports"": true,         ""experimentalDecorators"": true,         ""sourceMap"": true,          ""noImplicitAny"": false,         ""removeComments"": true,         ""jsx"": ""react"",         ""module"": ""ESNext"",         ""moduleResolution"": ""node"",         ""target"": ""ESNext"",         ""skipLibCheck"": true,         ""resolveJsonModule"": true,         ""esModuleInterop"": true,         ""isolatedModules"": true       }     });  and I get  `export {};` In the end ofthe file. I do not want it']"
36,border,0.1441,"create, text, output, model, new, implement, change, default, single, use","['hey there! quick question on working with the jira api, possibly even in python. is there a way to check is i have permissions to create a ticket on a given board programatically?']"
37,border,0.129,"create, text, output, model, new, implement, change, default, single, use","['I need help finding a name for a website that stores language data for minority languages. It includes lexicons (dictionaries in development) and traditional stories. It also interfaces with other websites and software tools used in minority languages development.  The name should be three syllables or less, easy to remember, and have an available domain name. The name should not already be trademarked. It cannot contain the terms ""language"", ""box"", ""dialect"", ""ethno"" or ""depot"".  The name can be descriptive, but it doesn\'t have to be.  Please give me 20 suggestions in bullet-point style, without extra commentary. The suggestions should consist of a single morpheme.  For example, single-morpheme sites include ""Twitter"", ""Slack"", ""Google"" ""Amazon"" and ""Twitch"" Give a list of 20 terms with no commentary. ']"
38,border,0.1172,"create, text, output, model, new, implement, change, default, single, use","['frontend-develop.zipZip ArchiveThis is the code of the bootstrap academy frontend. You are a senior professional vue and nuxt developer. I want to you review this issue and fix the segment in the code, that is reposible for this: What happened? Browser: Brave Version 1.58.137 Chromium: 117.0.5938.153 (Official Build) (64-bit) Description I just created an account on  and after clicking the create account button (""Account Erdstellen"") it briefly turned into a loading icon but afterwards it just turned back to its original form, as if something went wrong. I don\'t have a recording or console logs of the first attempt, but when trying a second time I\'m getting a 409 (Conflict) error in the console. Apparently the account creation was successful but a lack of indication or redirect made this difficult to tell. For a normal user this is (probably) confusing and it isn\'t clear where to go next (I was logged in automatically, so manually going to the profile page worked. Actual behavior It looks identical, regardless of whether the account creation was successful or returned an error (besides the error in the dev-console). Expected behavior Successful account creation should redirect to  Failed account creation (e.g. because the username is already taken or there already is an account with this email) should display a (human readable) error message (as returned by the server) and ideally even highlight the field that caused the issue.']"
39,border,0.1082,"create, text, output, model, new, implement, change, default, single, use","['rewrite folloing js code to haxe ""use strict""; (function (exports) {     // control sequences for coloring     exports.black = "" x1b[30m""     exports.red = "" x1b[31m""     exports.green = "" x1b[32m""     exports.yellow = "" x1b[33m""     exports.blue = "" x1b[34m""     exports.magenta = "" x1b[35m""     exports.cyan = "" x1b[36m""     exports.lightgray = "" x1b[37m""     exports.default = "" x1b[39m""     exports.darkgray = "" x1b[90m""     exports.lightred = "" x1b[91m""     exports.lightgreen = "" x1b[92m""     exports.lightyellow = "" x1b[93m""     exports.lightblue = "" x1b[94m""     exports.lightmagenta = "" x1b[95m""     exports.lightcyan = "" x1b[96m""     exports.white = "" x1b[97m""     exports.reset = "" x1b[0m""     function colored (char, color) {         // do not color it if color is not specified         return (color === undefined) ? char : (color + char + exports.reset)     }     exports.colored = colored     exports.plot = function (series, cfg = undefined) {         // this function takes both one array and array of arrays         // if an array of numbers is passed it is transformed to         // an array of exactly one array with numbers         if (typeof(series[0]) == ""number""){             series = [series]         }         cfg = (typeof cfg !== \'undefined\') ? cfg : {}         let min = (typeof cfg.min !== \'undefined\') ? cfg.min : series[0][0]         let max = (typeof cfg.max !== \'undefined\') ? cfg.max : series[0][0]         for (let j = 0; j  0 ? max - (y - min2) * range / rows : y, y - min2)             result[y - min2][Math.max (offset - label.length, 0)] = label             result[y - min2][offset - 1] = (y == 0) ? symbols[0] : symbols[1]         }         for (let j = 0; j  y1) ? symbols[5] : symbols[6], currentColor)                     result[rows - y0][x + offset] = colored((y0 > y1) ? symbols[7] : symbols[8], currentColor)                     let from = Math.min (y0, y1)                     let to = Math.max (y0, y1)                     for (let y = from + 1; y < to; y++) {                         result[rows - y][x + offset] = colored(symbols[9], currentColor)                     }                 }             }         }         return result.map (function (x) { return x.join (\'\') }).join (\' n\')     } }) (typeof exports === \'undefined\' ? /* istanbul ignore next */ this[\'asciichart\'] = {} : exports);']"
40,bottom,0.3109,"file, solve, set, edit, need, example, working, promise, favor, small_avoid","['You are AI Junior, you code like Donald Knuth. # Working set ./src/frontend/components/GitStatusDisplay.jsx: ``` import { onMount, createEffect } from \'solid-js\'; import getBackgroundColorForFile from \'./getBackgroundColorForFile\'; import { gitStatus } from \'../model/gitStatus\'; import { fetchGitStatus } from \'../service/fetchGitStatus\'; const GitStatusDisplay = () => {   let statusContainer;   onMount(fetchGitStatus);   createEffect(() => {     const gitStatusValue = gitStatus();     if (gitStatusValue) {       if (gitStatusValue.error) {         statusContainer.innerText = `${gitStatusValue.message} n${gitStatusValue.error.stderr}`;       } else if (gitStatusValue.data && gitStatusValue.data.files && gitStatusValue.data.files.length > 0) {         statusContainer.innerHTML = gitStatusValue.data.files.map(entry => {           const { index, path, working_dir } = entry;           const bgColor = getBackgroundColorForFile(index, path);           return `                     ${index}                     ${path}                     ${working_dir}                   `;         }).join(\'\');       }     }   });   return (      0 ? \'block\' : \'hidden\'}`}     />   ); }; export default GitStatusDisplay; ``` # Task Refactor! Factor the rendering of a single row out to GitStatusRow.jsx While doing so, also eliminate innerHTML use! Render normally, using jsx/solid. Simplify, if possible. ## Project Specifics - Every js file should *only export a single function or signal, as default*! eg.: in createGitRepo.js: export default function createGitRepo ( .... - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 9 words] echo ""Plan:"" echo ""1. [...]"" cat > x.js << \'EOF\' [...] \'EOF\' echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files or info to solve the task. If the task is not clear: EXAMPLE START I need more information to solve the task. [Description of the missing info] EXAMPLE END Do not edit files not provided in the working set! If you need more files: EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
41,bottom,0.3005,"file, solve, set, edit, need, example, working, promise, favor, small_avoid","['You are AI Junior, you code like Donald Knuth. # Working set ./src/frontend/components/PromptCreation.jsx: ``` import TasksList from \'./TasksList\'; import AttentionFileList from \'./AttentionFileList\'; import PromptDescriptor from \'./PromptDescriptor\'; import GenerateButton from \'./GenerateButton\'; import PromptDisplay from \'./PromptDisplay\'; import RequirementsEditor from \'./RequirementsEditor\'; import SourceFileDisplay from \'./files/SourceFileDisplay\'; const PromptCreation = () => {   return (     <>                                                         ); }; export default PromptCreation; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: Remove the sample code viewer from prompt creation ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 9 words] echo ""Plan:"" echo ""1. [...]"" cat > x.js << \'EOF\' [...] \'EOF\' echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files or info to solve the task. If the task is not clear: EXAMPLE START I need more information to solve the task. [Description of the missing info] EXAMPLE END Do not edit files not provided in the working set! If you need more files: EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
42,bottom,0.2964,"file, solve, set, edit, need, example, working, promise, favor, small_avoid","['You are AI Junior, you code like Donald Knuth. # Working set ./src/frontend/components/MultiSelect/LongTapDetector.js: ``` import { onCleanup } from \'solid-js\'; const useLongTap = (callback, duration = 500) => {   let timer;   const startLongTapDetection = () => {     timer = setTimeout(callback, duration);   };   const cancelLongTapDetection = () => {     clearTimeout(timer);   };   onCleanup(() => {     clearTimeout(timer);   });   return {     onTouchStart: startLongTapDetection,     onTouchEnd: cancelLongTapDetection,     onMouseDown: startLongTapDetection,     onMouseUp: cancelLongTapDetection,     onMouseLeave: cancelLongTapDetection   }; }; export default useLongTap; ``` # Task Fix the following issue! Scrolling should prevent long tap ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 9 words] echo ""Plan:"" echo ""1. [...]"" cat > x.js << \'EOF\' [...] \'EOF\' echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files or info to solve the task. If the task is not clear: EXAMPLE START I need more information to solve the task. [Description of the missing info] EXAMPLE END Do not edit files not provided in the working set! If you need more files: EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
43,bottom,0.2944,"file, solve, set, edit, need, example, working, promise, favor, small_avoid","['You are AI Junior, you code like Donald Knuth. # Working set src/frontend/components/MultiSelect/FilteredListItem.jsx: ``` import { createEffect } from ""solid-js""; const FilteredListItem = (props) => {   let itemRef;   createEffect(() => {     if (itemRef) {       itemRef.scrollLeft = itemRef.scrollWidth;     }   });   return (            {props.item}       {props.idx}        ); }; export default FilteredListItem; ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: - Remove my-1 from the div - Add py-2 to the first span - Add border-border to the second span ## Project Specifics - Every js file should *only export a single function or signal*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs* and Tailwind, edit .jsx files accordingly! # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END Before starting, check if you need more files to solve the task. Do not edit any file not provided in the working set! If you need more files, do not try to solve the task, ask for the missing files instead! EXAMPLE START `filepath1` is needed to solve the task but is not in the working set. EXAMPLE END ']"
