,Topic_Num,Sentences,Top_Words
10,10,"[' button Button       ::-webkit-scrollbar {         display: none !important;       }       html,       textarea {         background: lightgoldenrodyellow;       }       html,       body,       #container {         height: 100%;         width: 100%;         overflow-x: hidden;       }       #writebox {         font-size: large;         padding: 20px;         width: 100%;         height: 100%;         border: none;         letter-spacing: 2px;         color: rgb(27, 77, 63);         font-family: serif;         font-weight: bold;         line-height: 1.69;         border: none;         outline: none;       }       #clearbutton {         position: absolute;         right: 10px;         bottom: 10px;         width: 70px;         height: 70px;         background-color: pink;         border-radius: 50%;       }       @media (max-width: 600px) {         #clearbutton {           display: block;         }       }       @media (min-width: 601px) {         #clearbutton {           display: none;         }       }']","use, set, echo, part, write, call, work, instead, fix, developer"
11,10,"['The following text describes a multi-panel figure from a scientific paper: ""Fig. 3. Morphological characters. A D. Head in dorsal view. A. Gerbelius nr. confluens. B. Voconia decorata sp. nov. C. Voconia pallidipes St l, 1866. D. Voconia schoutedeni (Villiers, 1964) comb. nov. E G. Head in lateral view. E. Voconia wegneri (Miller, 1954) comb. nov. F. Voconia dolichocephala sp. nov. G. Gerbelius typicus Distant, 1903. H. Voconia loki sp. nov., head and pronotum in dorsal view. I J. Prosternum in ventrolateral view. I. Voconia mexicana sp. nov. J. Voconia bracata sp. nov. K L. Pronotum in dorsal view. K. Voconia conradti (Jeannel, 1917) comb. nov. L. Voconia tuberculata sp. nov."" Enumerate each sub-panel. Give its panel id and all the text contained within it, and also for each sub-panel include any information that applies to that sub-panel (which may be duplicated across multiple sub-panels).']","use, set, echo, part, write, call, work, instead, fix, developer"
12,10,['react      typescript  proptypes             .'],"use, set, echo, part, write, call, work, instead, fix, developer"
13,10,"[""I'm designing a prompt language where you can express programs in YAML that are hibrid LLM ops and regular computing control flow. Some of the primitives and operations are: `assistant` // an assistant message is added `user` // a user message is added `system` // a system message is added It may include in the Messages also `{{infer}}` placeholders for the LLM to complete with config settings  It may include control flow structures and data types. Provide a detailed example program in this language where the root node is called `ai` I""]","use, set, echo, part, write, call, work, instead, fix, developer"
14,10,['I have a list of file indexes followed by their file names. Some of the files have the same name when converted to lowercase. Rename the duplicate files to make them unique. Here are the files:'],"use, set, echo, part, write, call, work, instead, fix, developer"
15,0,"['You are Junior, an AI system aiding developers. You are working with a part of a large program called the ""Working Set."" Before starting, check if you need more files to solve the task. Do not edit files without knowing their contents! Ask for them in normal conversational format instead. # Working set src/backend/setupRoutes.js: ``` import { generateHandler } from \'./handlers/generateHandler.js\'; import { servePromptDescriptor } from \'./handlers/servePromptDescriptor.js\'; import { updateTaskHandler } from \'./handlers/updateTaskHandler.js\'; import { listTasks } from \'./handlers/listTasks.js\'; import { executeHandler } from \'./handlers/executeHandler.js\'; import resetGitHandler from \'./handlers/resetGitHandler.js\'; import gitStatusHandler from \'./handlers/gitStatusHandler.js\'; import commitGitHandler from \'./handlers/commitGitHandler.js\'; export function setupRoutes(app) {   app.get(\'/descriptor\', servePromptDescriptor);   app.get(\'/tasks\', (req, res) => res.json({ tasks: listTasks() }));   app.get(\'/status\', gitStatusHandler);   app.post(\'/generate\', generateHandler);   app.post(\'/updatetask\', updateTaskHandler);   app.post(\'/execute\', executeHandler);   app.post(\'/reset\', resetGitHandler);   app.post(\'/commit\', commitGitHandler); } ``` src/backend/handlers/gitStatusHandler.js: ``` import gitStatus from \'../../git/gitStatus.js\'; export default async function gitStatusHandler(req, res) {   try {     const status = await gitStatus();     res.status(200).send({ message: status });   } catch (error) {     let errorMessage = \'Error in getting Git status\';     if (error.stderr && error.stderr.includes(\'Not a git repository\')) {       errorMessage = \'Not a git repo. Run  \'npx junior-init \' to initialize!\';     }     res.status(500).send({ message: errorMessage, error });   } } ``` src/backend/handlers/commitGitHandler.js: ``` import commitGit from \'../../git/commitGit.js\'; export default async function commitGitHandler(req, res) {   try {     const message = req.body.message;     if (!message) {       res.status(400).send({ message: \'Commit message is required\' });       return;     }     await commitGit(message);     res.status(200).send({ message: `Successfully committed with message: ${message}` });   } catch (error) {     res.status(500).send({ message: \'Error in committing changes\', error });   } } ``` src/backend/handlers/resetGitHandler.js: ``` import resetGit from \'../../git/resetGit.js\'; export default async function resetGitHandler(req, res) {   try {     await resetGit();     res.status(200).send({ message: \'Git successfully reset\' });   } catch (error) {     res.status(500).send({ message: \'Error in resetting Git\', error });   } } ``` # Task Refactor! Move git-related routes under /git/ Also move the handler files to handlers/git/ Do not forget to update relative imports! ## Project Specifics - Every js file should *only export a single function*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs*, edit .jsx file accordingly # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, avoid using sed in favor of heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']","error, const, await, response, message, app, status, console_log, async, try"
16,0,['How to check type hints in a whole Python repo and what is the purpose?'],"error, const, await, response, message, app, status, console_log, async, try"
17,0,"['# Working set src/backend/setupRoutes.js: ``` import { generateHandler } from \'./handlers/generateHandler.js\'; import { servePromptDescriptor } from \'./handlers/servePromptDescriptor.js\'; import { updateTaskHandler } from \'./handlers/updateTaskHandler.js\'; import { listTasks } from \'./handlers/listTasks.js\'; import { executeHandler } from \'./handlers/executeHandler.js\'; import resetGitHandler from \'./handlers/resetGitHandler.js\'; import gitStatusHandler from \'./handlers/gitStatusHandler.js\'; export function setupRoutes(app) {   app.get(\'/descriptor\', servePromptDescriptor);   app.get(\'/tasks\', (req, res) => res.json({ tasks: listTasks() }));   app.get(\'/status\', gitStatusHandler);   app.post(\'/generate\', generateHandler);   app.post(\'/updatetask\', updateTaskHandler);   app.post(\'/execute\', executeHandler);   app.post(\'/reset\', resetGitHandler); } ``` src/backend/handlers/resetGitHandler.js: ``` import resetGit from \'../../git/resetGit.js\'; export default async function resetGitHandler(req, res) {   try {     await resetGit();     res.status(200).send({ message: \'Git successfully reset\' });   } catch (error) {     res.status(500).send({ message: \'Error in resetting Git\', error });   } } ``` src/git/resetGit.js: ``` import { exec } from \'child_process\'; export default function resetGit() {   // Stash all changes including untracked files   exec(\'git stash -u\', (err, stdout, stderr) => {     if (err) {       console.error(`exec error: ${err}`);       return;     }     console.log(`stdout: ${stdout}`);     // Clean the repository and reset to the latest commit     exec(\'git clean -f -d && git reset --hard\', (err, stdout, stderr) => {       if (err) {         console.error(`exec error: ${err}`);         return;       }       console.log(`stdout: ${stdout}`);       // Checkout prompt.yaml from stash       exec(\'git checkout stash@{0} -- prompt.yaml\', (err, stdout, stderr) => {         if (err) {           console.error(`exec error: ${err}`);           return;         }         console.log(`stdout: ${stdout}`);         // Drop the stash         exec(\'git stash drop\', (err, stdout, stderr) => {           if (err) {             console.error(`exec error: ${err}`);             return;           }           console.log(`stdout: ${stdout}`);         });       });     });   }); } ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: Create the commit/ endpoint which commits all new files and changes! Commit message comes in the message field. ## Project Specifics - Every js file should *only export a single function*! - Use *ES6 imports*! - Prefer *async/await* over promises! - The frontend uses *Solidjs*, edit .jsx file accordingly # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, prefer heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']","error, const, await, response, message, app, status, console_log, async, try"
18,0,"['server.js // Required libraries import cors from \'cors\'; import axios from \'axios\'; import fs from \'fs\'; import express from \'express\'; import  from \' // Define HTTPS credentials using the File System (fs) to read the key and certificate files const options = {   key: fs.readFileSync(\'/opt/bitnami/apache/conf/mindfulai.equalreality.com.key\'),   // Path to private key   cert: fs.readFileSync(\'/opt/bitnami/apache/conf/mindfulai.equalreality.com.crt\')   // Path to certificate file }; // Create an instance of an Express application const app = express(); let promptResponse = {}; //API\'s import PromptGPT from \'./PromptGPT.js\'; import { Speak, ResetCache } from \'./ElevenLabsServer.js\';  import Transcribe from \'./WhisperTranscriberServer.js\'; // Use cors middleware for handling Cross-Origin Resource Sharing app.use(cors()); // Tell Express to parse JSON in the body of incoming requests. app.use(express.json()); // Log all incoming requests app.use(function(req, res, next) {     console.log(`${req.method} request for \'${req.url}\'`);     next();  // Pass control to the next middleware function }); // Use the \'Speak\' function as a route handler for the \'/Speak\' route - Eleven Labs app.post(\'/Speak\', Speak); //Use the \'Transcribe\' function as a route handler for the \'/Transcribe\' route - Whisper OpenAI app.post(\'/Transcribe\', Transcribe); // Restart the server app.get(\'/Restart\', function (req, res) {     //Restart(); }); // Call to GPT for older version of JudgeGPT app.post(\'/AskGPT\', function (req, res) {     // Log the body of the request     console.log(req.body);     // Extract youtubeId from the request body     const prompt = req.body.prompt;     // Log the prompt     console.log(prompt);     // Create a new OpenAI Reponse with prompt     promptResponse[prompt] = new PromptGPT(prompt);     // Get the response      promptResponse[prompt].AskGPT().then((data) => {         console.log(data);         console.log(data.generatedText);         res.json({ //why not make res.json = data             generatedText: data.generatedText,             inputPrompt: data.inputPrompt         });     })     .catch((error) => {         // If there is an error, log it and send a response         console.error(error);         res.json(""error"");     }); }); // Define the port and HTTPS server options const port = 3000;  // Define server port. Note: HTTPS servers typically use port 443 by default. // Create and start the HTTPS server var server =  app).listen(port, () => {     console.log(`Secure server is running on port ${port}`); }); WhisperTranscriberServer.js // - How to use whisper // - Redesigning it for Node // Import necessary modules import fetch from \'node-fetch\'; import FormData from \'form-data\'; import multer from \'multer\'; import * as ENV from \'./env.js\'; // Extract API key from ENV const OPENAI_API_KEY = ENV.OPENAI_API_KEY; // Initialize multer middleware const upload = multer(); // Set up the middleware and route handler export default [upload.single(\'file\'), async (req, res) => {     // Extract the audio file from the request     const audioFile = req.file;     // Log the received file for debugging purposes     console.log(audioFile);     // Create the form data to send to the Whisper API     const formData = new FormData();     formData.append(\'file\', audioFile.buffer, { filename: \'audio.wav\', contentType: \'audio/wav\' });     formData.append(\'model\', \'whisper-1\');     // Make the API request     try {         const response = await fetch(\' {             method: \'POST\',             headers: {                 \'Authorization\': \'Bearer \' + OPENAI_API_KEY,                 ...formData.getHeaders(),             },             body: formData,         });         if (!response.ok) {             throw new Error(\'API response was not ok. Status: \' + response.status);         }         const data = await response.json();         if (data.text) {             // Send the transcription back in the response             res.json({ transcription: data.text });         } else if (data.status === \'processing\') {             // For simplicity, let\'s just send a message back             res.json({ message: \'Transcription is still processing\' });         }     } catch (error) {         // Send the error message back in the response         res.json({ error: error.message });     } }]; PromptGPT.js import fs from \'fs\'; import axios from \'axios\'; import * as ENV from \'./env.js\'; const OPENAI_API_KEY = ENV.OPENAI_API_KEY; class PromptGPT {   constructor(inputPrompt)    {     this.status = {       finished: false,       generatedText: """",       startTime: new Date(),       completeTime: """",       inputPrompt: """"     };     this.inputPrompt = inputPrompt;     this.callbacks = [];   }   // Add a function to add a callback   addCallback(callback) {     this.callbacks.push(callback);   }   async AskGPT() {     return new Promise((resolve, reject) => {       console.log(this.inputPrompt);         const maxTokens = 200;         const model = ""text-davinci-003"";//""gpt-3.5-turbo"";//""text-davinci-003"";         axios.post(\' {           model,           prompt: this.inputPrompt,           max_tokens: maxTokens,         }, {           headers: {             \'Authorization\': `Bearer `+OPENAI_API_KEY,             \'Content-Type\': \'application/json\',           },         }).then((response) => {           this.status.finished = true;           this.status.generatedText = response.data.choices[0].text.trim();           this.status.completeTime = new Date();           this.status.inputPrompt = this.inputPrompt;           // Invoke all registered callbacks           for (const callback of this.callbacks) {             try {               callback(null, status);             } catch (e) {               console.error(\'Error invoking callback:\', e);             }           }           console.log(""returning generated text"" + this.status );           resolve(this.status);         }).catch((error) => {           reject(error);         });     });   } } exports default PromptGPT; ElevenLabsServer.js import axios from \'axios\'; import * as ENV from \'./env.js\'; const ELEVENLABS_API_KEY = ENV.ELEVENLABS_API_KEY; var audioCache = new Map(); // Create a cache to store audio results const Speak = async (req, res) => {     console.log(""Speak"");     const text = req.body.text;     var voiceId;     if(req.body.voiceId == null || req.body.voiceId == """")         voiceId = \'21m00Tcm4TlvDq8ikWAM\';  // default voice     else         voiceId = req.body.voiceId;     const cacheKey = `${text}-${voiceId}`; // Create a unique key based on text and voiceId     // If audio data is in cache, send it     if(audioCache.has(cacheKey)) {         return res.send(audioCache.get(cacheKey));     }     console.log(""VoiceId "" + voiceId);     const headers = {         \'Accept\': \'audio/mpeg\',         \'xi-api-key\': ELEVENLABS_API_KEY,         \'Content-Type\': \'application/json\'     };     const body = JSON.stringify({         text: text,         model_id: \'eleven_monolingual_v1\',         voice_settings: {             stability: 0.5,             similarity_boost: 0.5         }     });     try {         const response = await axios.post(` body, {             headers: headers,             responseType: \'arraybuffer\'  // This is important for handling binary data         });         const audio = Buffer.from(response.data, \'binary\');         audioCache.set(cacheKey, audio); // Store the audio data in cache         res.send(audio);     } catch(err) {         // Handle any error that occurred during the API call         console.error(""Error fetching audio:"", err);         res.status(500).send(\'Failed to generate audio\');     } }; // Function to reset the cache const ResetCache = () => {     audioCache.clear();     console.log(""Audio cache has been cleared""); }; export { Speak, ResetCache };']","error, const, await, response, message, app, status, console_log, async, try"
19,0,"['# Working set src/backend/setupRoutes.js: ``` import { generateHandler } from \'./handlers/generateHandler.js\'; import { servePromptDescriptor } from \'./handlers/servePromptDescriptor.js\'; import { updateTaskHandler } from \'./handlers/updateTaskHandler.js\'; import { listTasks } from \'./handlers/listTasks.js\'; import { executeHandler } from \'./handlers/executeHandler.js\'; import resetGitHandler from \'./handlers/resetGitHandler.js\'; export function setupRoutes(app) {   app.get(\'/descriptor\', servePromptDescriptor);   app.get(\'/tasks\', (req, res) => res.json({ tasks: listTasks() }));   app.post(\'/generate\', generateHandler);   app.post(\'/updatetask\', updateTaskHandler);   app.post(\'/execute\', executeHandler);   app.post(\'/reset\', resetGitHandler); } ``` src/backend/handlers/resetGitHandler.js: ``` import resetGit from \'../../git/resetGit.js\'; export default async function resetGitHandler(req, res) {   try {     await resetGit();     res.status(200).send({ message: \'Git successfully reset\' });   } catch (error) {     res.status(500).send({ message: \'Error in resetting Git\', error });   } } ``` src/git/resetGit.js: ``` import { exec } from \'child_process\'; export default function resetGit() {   // Stash all changes including untracked files   exec(\'git stash -u\', (err, stdout, stderr) => {     if (err) {       console.error(`exec error: ${err}`);       return;     }     console.log(`stdout: ${stdout}`);     // Clean the repository and reset to the latest commit     exec(\'git clean -f -d && git reset --hard\', (err, stdout, stderr) => {       if (err) {         console.error(`exec error: ${err}`);         return;       }       console.log(`stdout: ${stdout}`);       // Checkout prompt.yaml from stash       exec(\'git checkout stash@{0} -- prompt.yaml\', (err, stdout, stderr) => {         if (err) {           console.error(`exec error: ${err}`);           return;         }         console.log(`stdout: ${stdout}`);         // Drop the stash         exec(\'git stash drop\', (err, stdout, stderr) => {           if (err) {             console.error(`exec error: ${err}`);             return;           }           console.log(`stdout: ${stdout}`);         });       });     });   }); } ``` # Task Implement the following feature! - Create a plan! - Create new files when needed! Requirements: Create an endpoint &#34;/status&#34; which runs git status ## Project Specifics - Every js file should *only export a single function*! - Use *ES6 imports*! - The frontend uses *Solidjs*, edit .jsx file accordingly # Output Format Encode and enclose your results as ./change.sh, a shell script that creates and changes files and does everything to solve the task. Files are small, prefer heredoc-ing full files using \'EOF\' to prevent substitution. OS: OSX Installed tools: npm, jq Do NOT write any text outside the script! EXAMPLE START ```sh #!/bin/sh set -e goal=[Task description, max 7 words] echo ""Plan:"" echo ""1. [...]"" [Commands solving the task] echo "" 033[32mDone: $goal 033[0m n"" ``` EXAMPLE END ']","error, const, await, response, message, app, status, console_log, async, try"
